work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_category,adjusted_salary
2023,Senior,Full-time,Analytics Engineer,113000,United States,Full-Remote,United States,MEDIUM,Data Engineering,113000
2023,Senior,Full-time,Applied Scientist,260000,United States,On-Site,United States,LARGE,Data Science,260000
2023,Senior,Full-time,Applied Scientist,136000,United States,On-Site,United States,LARGE,Data Science,136000
2023,Executive,Full-time,Data Engineer,175000,United States,On-Site,United States,MEDIUM,Data Engineering,175000
2023,Executive,Full-time,Data Engineer,110000,United States,On-Site,United States,MEDIUM,Data Engineering,110000
2023,Senior,Full-time,Applied Scientist,260000,United States,On-Site,United States,LARGE,Data Science,260000
2023,Senior,Full-time,Applied Scientist,136000,United States,On-Site,United States,LARGE,Data Science,136000
2023,Senior,Full-time,Research Scientist,130000,United States,Full-Remote,United States,MEDIUM,Data Science,130000
2023,Senior,Full-time,Research Scientist,110000,United States,Full-Remote,United States,MEDIUM,Data Science,110000
2023,Senior,Full-time,Applied Scientist,205000,United States,Full-Remote,United States,MEDIUM,Data Science,205000
2023,Senior,Full-time,Applied Scientist,184000,United States,Full-Remote,United States,MEDIUM,Data Science,184000
2023,Senior,Full-time,Data Analyst,149500,United States,Full-Remote,United States,MEDIUM,Data Analyst,149500
2023,Senior,Full-time,Data Analyst,127075,United States,Full-Remote,United States,MEDIUM,Data Analyst,127075
2023,Senior,Full-time,Data Scientist,195000,United States,On-Site,United States,MEDIUM,Data Science,195000
2023,Senior,Full-time,Data Scientist,160000,United States,On-Site,United States,MEDIUM,Data Science,160000
2023,Senior,Full-time,Data Engineer,219535,United States,Full-Remote,United States,MEDIUM,Data Engineering,219535
2023,Senior,Full-time,Data Engineer,146115,United States,Full-Remote,United States,MEDIUM,Data Engineering,146115
2023,Senior,Full-time,Data Scientist,170000,United States,On-Site,United States,MEDIUM,Data Science,170000
2023,Senior,Full-time,Data Scientist,135000,United States,On-Site,United States,MEDIUM,Data Science,135000
2023,Senior,Full-time,Data Scientist,175000,United States,Full-Remote,United States,MEDIUM,Data Science,175000
2023,Senior,Full-time,Data Scientist,145000,United States,Full-Remote,United States,MEDIUM,Data Science,145000
2023,Senior,Full-time,Data Scientist,199000,United States,On-Site,United States,MEDIUM,Data Science,199000
2023,Senior,Full-time,Data Scientist,162000,United States,On-Site,United States,MEDIUM,Data Science,162000
2023,Senior,Full-time,Applied Scientist,222200,United States,On-Site,United States,LARGE,Data Science,222200
2023,Senior,Full-time,Applied Scientist,136000,United States,On-Site,United States,LARGE,Data Science,136000
2023,Executive,Full-time,Analytics Engineer,221000,United States,Full-Remote,United States,MEDIUM,Data Engineering,221000
2023,Executive,Full-time,Analytics Engineer,153000,United States,Full-Remote,United States,MEDIUM,Data Engineering,153000
2023,Senior,Full-time,Data Analyst,187000,United States,On-Site,United States,MEDIUM,Data Analyst,187000
2023,Senior,Full-time,Data Analyst,128000,United States,On-Site,United States,MEDIUM,Data Analyst,128000
2023,Senior,Full-time,Research Scientist,210000,United States,On-Site,United States,MEDIUM,Data Science,210000
2023,Senior,Full-time,Research Scientist,136000,United States,On-Site,United States,MEDIUM,Data Science,136000
2023,Senior,Full-time,Data Scientist,175000,United States,Full-Remote,United States,MEDIUM,Data Science,175000
2023,Senior,Full-time,Data Scientist,100000,United States,Full-Remote,United States,MEDIUM,Data Science,100000
2023,Senior,Full-time,Data Engineer,179000,United States,On-Site,United States,MEDIUM,Data Engineering,179000
2023,Senior,Full-time,Data Engineer,109000,United States,On-Site,United States,MEDIUM,Data Engineering,109000
2023,Senior,Full-time,Data Scientist,245000,United States,On-Site,United States,MEDIUM,Data Science,245000
2023,Senior,Full-time,Data Scientist,180000,United States,On-Site,United States,MEDIUM,Data Science,180000
2023,Senior,Full-time,Data Analyst,142000,United States,Full-Remote,United States,MEDIUM,Data Analyst,142000
2023,Senior,Full-time,Data Analyst,75000,United States,Full-Remote,United States,MEDIUM,Data Analyst,75000
2023,Senior,Full-time,Data Manager,198800,United States,On-Site,United States,MEDIUM,Management,198800
2023,Senior,Full-time,Data Manager,105200,United States,On-Site,United States,MEDIUM,Management,105200
2023,Senior,Full-time,Data Analyst,125000,United States,Full-Remote,United States,MEDIUM,Data Analyst,125000
2023,Senior,Full-time,Data Analyst,112000,United States,Full-Remote,United States,MEDIUM,Data Analyst,112000
2023,Senior,Full-time,Data Scientist,210000,United States,On-Site,United States,MEDIUM,Data Science,210000
2023,Senior,Full-time,Data Scientist,155000,United States,On-Site,United States,MEDIUM,Data Science,155000
2023,Senior,Full-time,Data Manager,115000,United States,Full-Remote,United States,MEDIUM,Management,115000
2023,Senior,Full-time,Data Manager,86000,United States,Full-Remote,United States,MEDIUM,Management,86000
2023,Senior,Full-time,Data Scientist,165000,United States,On-Site,United States,MEDIUM,Data Science,165000
2023,Senior,Full-time,Data Scientist,140000,United States,On-Site,United States,MEDIUM,Data Science,140000
2023,Senior,Full-time,Data Analyst,139000,United States,On-Site,United States,MEDIUM,Data Analyst,139000
2023,Senior,Full-time,Data Analyst,106000,United States,On-Site,United States,MEDIUM,Data Analyst,106000
2023,Entry,Full-time,Data Analyst,40663,Canada,On-Site,Canada,LARGE,Data Analyst,40663
2022,Senior,Full-time,AI Developer,275000,Canada,On-Site,Canada,SMALL,Other,297742
2023,Senior,Freelancer,Machine Learning Researcher,50000,Ukraine,Half-Remote,Ukraine,SMALL,Machine Learning,50000
2023,Intermediate,Full-time,Machine Learning Engineer,280700,United States,Full-Remote,United States,MEDIUM,Machine Learning,280700
2023,Intermediate,Full-time,Machine Learning Engineer,150450,United States,Full-Remote,United States,MEDIUM,Machine Learning,150450
2023,Entry,Full-time,Data Scientist,51753,Canada,Full-Remote,Canada,LARGE,Data Science,51753
2023,Senior,Full-time,Data Architect,250500,United States,On-Site,United States,MEDIUM,Data Architecture,250500
2023,Senior,Full-time,Data Architect,159500,United States,On-Site,United States,MEDIUM,Data Architecture,159500
2023,Senior,Full-time,Data Engineer,145000,United States,On-Site,United States,MEDIUM,Data Engineering,145000
2023,Senior,Full-time,Data Engineer,115000,United States,On-Site,United States,MEDIUM,Data Engineering,115000
2023,Senior,Full-time,Data Analyst,140000,United States,On-Site,United States,MEDIUM,Data Analyst,140000
2023,Senior,Full-time,Data Analyst,120000,United States,On-Site,United States,MEDIUM,Data Analyst,120000
2023,Entry,Full-time,Data Scientist,130001,United States,Full-Remote,United States,MEDIUM,Data Science,130001
2023,Entry,Full-time,Data Scientist,71907,United States,Full-Remote,United States,MEDIUM,Data Science,71907
2023,Intermediate,Full-time,Data Scientist,93918,United States,Full-Remote,United States,MEDIUM,Data Science,93918
2023,Intermediate,Full-time,Data Scientist,51962,United States,Full-Remote,United States,MEDIUM,Data Science,51962
2023,Senior,Full-time,Data Analyst,175000,Canada,Full-Remote,Canada,MEDIUM,Data Analyst,175000
2023,Senior,Full-time,Data Analyst,135000,Canada,Full-Remote,Canada,MEDIUM,Data Analyst,135000
2023,Entry,Full-time,Data Engineer,85000,United States,On-Site,United States,MEDIUM,Data Engineering,85000
2023,Entry,Full-time,Data Engineer,65000,United States,On-Site,United States,MEDIUM,Data Engineering,65000
2023,Senior,Full-time,Machine Learning Engineer,257000,United States,On-Site,United States,MEDIUM,Machine Learning,257000
2023,Senior,Full-time,Machine Learning Engineer,147000,United States,On-Site,United States,MEDIUM,Machine Learning,147000
2023,Senior,Full-time,Data Engineer,222000,United States,Full-Remote,United States,MEDIUM,Data Engineering,222000
2023,Senior,Full-time,Data Engineer,175000,United States,Full-Remote,United States,MEDIUM,Data Engineering,175000
2023,Senior,Full-time,Data Scientist,203000,United States,Full-Remote,United States,MEDIUM,Data Science,203000
2023,Senior,Full-time,Data Scientist,133200,United States,Full-Remote,United States,MEDIUM,Data Science,133200
2023,Entry,Full-time,Applied Scientist,213660,United States,On-Site,United States,LARGE,Data Science,213660
2023,Entry,Full-time,Applied Scientist,130760,United States,On-Site,United States,LARGE,Data Science,130760
2023,Senior,Full-time,Data Engineer,221000,United States,On-Site,United States,MEDIUM,Data Engineering,221000
2023,Senior,Full-time,Data Engineer,147000,United States,On-Site,United States,MEDIUM,Data Engineering,147000
2023,Senior,Full-time,Data Quality Analyst,100000,United States,On-Site,United States,MEDIUM,Data Analyst,100000
2023,Senior,Full-time,Data Quality Analyst,80000,United States,On-Site,United States,MEDIUM,Data Analyst,80000
2023,Senior,Full-time,Data Scientist,185900,United States,On-Site,United States,MEDIUM,Data Science,185900
2023,Senior,Full-time,Data Scientist,129300,United States,On-Site,United States,MEDIUM,Data Science,129300
2023,Senior,Full-time,Data Scientist,238000,United States,Full-Remote,United States,MEDIUM,Data Science,238000
2023,Senior,Full-time,Data Scientist,156000,United States,Full-Remote,United States,MEDIUM,Data Science,156000
2023,Senior,Full-time,Machine Learning Engineer,304000,United States,Full-Remote,United States,MEDIUM,Machine Learning,304000
2023,Senior,Full-time,Machine Learning Engineer,199000,United States,Full-Remote,United States,MEDIUM,Machine Learning,199000
2023,Intermediate,Full-time,Big Data Engineer,48289,Spain,Full-Remote,Spain,MEDIUM,Data Engineering,48289
2023,Senior,Full-time,Data Engineer,150000,United States,On-Site,United States,MEDIUM,Data Engineering,150000
2023,Senior,Full-time,Data Engineer,130000,United States,On-Site,United States,MEDIUM,Data Engineering,130000
2023,Senior,Full-time,Data Scientist,140000,United States,Full-Remote,United States,MEDIUM,Data Science,140000
2023,Senior,Full-time,Data Scientist,110000,United States,Full-Remote,United States,MEDIUM,Data Science,110000
2023,Intermediate,Full-time,Data Analyst,90000,United States,On-Site,United States,MEDIUM,Data Analyst,90000
2023,Intermediate,Full-time,Data Analyst,75000,United States,On-Site,United States,MEDIUM,Data Analyst,75000
2023,Intermediate,Full-time,Research Scientist,195895,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Science,195895
2023,Intermediate,Full-time,Research Scientist,102772,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Science,102772
2023,Senior,Full-time,Data Engineer,240000,United States,On-Site,United States,MEDIUM,Data Engineering,240000
2023,Senior,Full-time,Data Engineer,183600,United States,On-Site,United States,MEDIUM,Data Engineering,183600
2023,Intermediate,Full-time,Data Specialist,130000,United States,On-Site,United States,MEDIUM,Other,130000
2023,Intermediate,Full-time,Data Specialist,80000,United States,On-Site,United States,MEDIUM,Other,80000
2023,Senior,Full-time,Data Engineer,250000,United States,On-Site,United States,MEDIUM,Data Engineering,250000
2023,Senior,Full-time,Data Engineer,150000,United States,On-Site,United States,MEDIUM,Data Engineering,150000
2023,Senior,Full-time,Data Analytics Manager,160000,United States,Full-Remote,United States,MEDIUM,Management,160000
2023,Senior,Full-time,Data Analytics Manager,120000,United States,Full-Remote,United States,MEDIUM,Management,120000
2023,Senior,Full-time,Machine Learning Engineer,289076,United States,On-Site,United States,MEDIUM,Machine Learning,289076
2023,Senior,Full-time,Machine Learning Engineer,202353,United States,On-Site,United States,MEDIUM,Machine Learning,202353
2023,Senior,Full-time,Data Engineer,145000,United States,On-Site,United States,MEDIUM,Data Engineering,145000
2023,Senior,Full-time,Data Engineer,120000,United States,On-Site,United States,MEDIUM,Data Engineering,120000
2023,Senior,Full-time,Data Analyst,155000,United States,On-Site,United States,MEDIUM,Data Analyst,155000
2023,Senior,Full-time,Data Analyst,106000,United States,On-Site,United States,MEDIUM,Data Analyst,106000
2023,Senior,Full-time,Data Engineer,200000,United States,On-Site,United States,MEDIUM,Data Engineering,200000
2023,Senior,Full-time,Data Engineer,160000,United States,On-Site,United States,MEDIUM,Data Engineering,160000
2023,Senior,Full-time,Data Scientist,157750,United States,Full-Remote,United States,MEDIUM,Data Science,157750
2023,Senior,Full-time,Data Scientist,104650,United States,Full-Remote,United States,MEDIUM,Data Science,104650
2023,Intermediate,Full-time,Data Scientist,180000,United States,Full-Remote,United States,MEDIUM,Data Science,180000
2023,Intermediate,Full-time,Data Scientist,140000,United States,Full-Remote,United States,MEDIUM,Data Science,140000
2023,Executive,Full-time,Data Scientist,200000,United States,On-Site,United States,MEDIUM,Data Science,200000
2023,Executive,Full-time,Data Scientist,145000,United States,On-Site,United States,MEDIUM,Data Science,145000
2023,Intermediate,Full-time,Lead Data Analyst,68000,United States,On-Site,United States,LARGE,Management,68000
2023,Entry,Full-time,BI Data Engineer,60000,United States,Full-Remote,United States,MEDIUM,Data Engineering,60000
2023,Senior,Full-time,Data Scientist,48289,Spain,On-Site,Spain,MEDIUM,Data Science,48289
2023,Senior,Full-time,Data Scientist,38631,Spain,On-Site,Spain,MEDIUM,Data Science,38631
2023,Entry,Full-time,Data Engineer,85000,United States,On-Site,United States,MEDIUM,Data Engineering,85000
2023,Entry,Full-time,Data Engineer,65000,United States,On-Site,United States,MEDIUM,Data Engineering,65000
2023,Intermediate,Full-time,Data Engineer,125000,United States,On-Site,United States,MEDIUM,Data Engineering,125000
2023,Intermediate,Full-time,Data Engineer,90000,United States,On-Site,United States,MEDIUM,Data Engineering,90000
2023,Senior,Full-time,Data Analyst,105000,United States,Full-Remote,United States,MEDIUM,Data Analyst,105000
2023,Senior,Full-time,Data Analyst,90000,United States,Full-Remote,United States,MEDIUM,Data Analyst,90000
2023,Senior,Full-time,Analytics Engineer,179820,United States,On-Site,United States,MEDIUM,Data Engineering,179820
2023,Senior,Full-time,Analytics Engineer,143860,United States,On-Site,United States,MEDIUM,Data Engineering,143860
2023,Senior,Full-time,Data Analyst,135000,United States,On-Site,United States,MEDIUM,Data Analyst,135000
2023,Senior,Full-time,Data Analyst,105500,United States,On-Site,United States,MEDIUM,Data Analyst,105500
2023,Entry,Full-time,Research Engineer,155000,United States,On-Site,United States,MEDIUM,Other,155000
2023,Entry,Full-time,Research Engineer,125000,United States,On-Site,United States,MEDIUM,Other,125000
